Region,Town / Township,Quarter / Village Tract,Postal Code
Rakhine State,Kyauktaw Township,Na Gu May Village Tract,706275
Rakhine State,Kyauktaw Township,Zin Khar Chay Village Tract,706276
Rakhine State,Kyauktaw Township,Let Khoke Pin Yin Village Tract,706277
Rakhine State,Kyauktaw Township,Gaw Yaw Ma Ni Village Tract,706278
Rakhine State,Gwa Township,Kin Yone Quarter,707001
Rakhine State,Gwa Township,Ywar Ma Quarter,707002
Rakhine State,Gwa Township,Myo Ma Quarter,707003
Rakhine State,Gwa Township,Taing Kyoe Village Tract,707200
Rakhine State,Gwa Township,Sat Thwar Village Tract,707201
Rakhine State,Gwa Township,Sar Chet Village Tract,707202
Rakhine State,Gwa Township,Sin Ku Village Tract,707203
Rakhine State,Gwa Township,Shwe U Kwin Village Tract,707204
Rakhine State,Gwa Township,Ma Dawt Kyaw Village Tract,707205
Rakhine State,Gwa Township,Zee Kone Village Tract,707206
Rakhine State,Gwa Township,Kin Pon Village Tract,707207
Rakhine State,Gwa Township,Laung Kyoe Village Tract,707208
Rakhine State,Gwa Township,Nyaung Chaung Village Tract,707209
Rakhine State,Gwa Township,Shwe Twin Tu Village Tract,707210
Rakhine State,Gwa Township,Tin Taw Village Tract,707211
Rakhine State,Gwa Township,Ah Lel Chaung Village Tract,707212
Rakhine State,Gwa Township,Ya Haing Hpyar Village Tract,707213
Rakhine State,Gwa Township,Ya Haing Ku Toet Village Tract,707214
Rakhine State,Gwa Township,Daung Chaung Village Tract,707215
Rakhine State,Gwa Township,Ma Kyay Ngu (Shwe Ya Chaing) Village Tract,707216
Rakhine State,Gwa Township,Taung Pauk Village Tract,707217
Rakhine State,Gwa Township,Chaung Thar Gyi Village Tract,707218
Rakhine State,Gwa Township,Pauk Tu Village Tract,707219
Rakhine State,Gwa Township,Da Ni Village Tract,707220
Rakhine State,Gwa Township,Shauk Kone Village Tract,707221
Rakhine State,Gwa Township,Zay Di Kwin Village Tract,707222
Rakhine State,Gwa Township,Thea Kone (Kwin Thone Sint) Village Tract,707223
Rakhine State,Gwa Township,Taung Pat Lel Village Tract,707224
Rakhine State,Gwa Township,Pone Hnyet Village Tract,707225
Rakhine State,Gwa Township,Kyin Gyi Village Tract,707226
Rakhine State,Gwa Township,Yae Kyaw Village Tract,707227
Rakhine State,Gwa Township,Gant Gaw Taung Village Tract,707228
Rakhine State,Gwa Township,Kaing Khon (Ta Khun Taing) Village Tract,707229
Rakhine State,Gwa Township,Ya Da Nar Myaing Village Tract,707230
Rakhine State,Gwa Township,Ba Win (Let Pan Khon) Village Tract,707231
Rakhine State,Gwa Township,Kyway Chaing (Ku Toet Lay) Village Tract,707232
Rakhine State,Pauktaw Township,Ah Nauk Paing Quarter,708001
Rakhine State,Pauktaw Township,Ah Lel Paing Quarter,708002
Rakhine State,Pauktaw Township,Ah Shey Paing Quarter,708003
Rakhine State,Pauktaw Township,Ba Wan Chaung Wa Su Quarter,708004
Rakhine State,Pauktaw Township,Ba Wan Chaung Hpyar Su Quarter,708005
Rakhine State,Pauktaw Township,Nat Taung Pyin Village Tract,708200
Rakhine State,Pauktaw Township,Ywar Chaung Gyi Village Tract,708201
Rakhine State,Pauktaw Township,Nga Khu Shey Village Tract,708202
Rakhine State,Pauktaw Township,Tha Yet Cho Village Tract,708203
Rakhine State,Pauktaw Township,Nga Khu Chaung Village Tract,708204
Rakhine State,Pauktaw Township,Saing Toke Village Tract,708205
Rakhine State,Pauktaw Township,Thar Si Village Tract,708206
Rakhine State,Pauktaw Township,Gyin Dway Village Tract,708207
Rakhine State,Pauktaw Township,Pyun Khaung Village Tract,708208
Rakhine State,Pauktaw Township,Chaung Zauk Village Tract,708209
Rakhine State,Pauktaw Township,Thit Poke Village Tract,708210
Rakhine State,Pauktaw Township,Pon Nar Gyi Village Tract,708211
Rakhine State,Pauktaw Township,Ah Lel Kyun Village Tract,708212
Rakhine State,Pauktaw Township,Chaung Thar Gyi Village Tract,708213
Rakhine State,Pauktaw Township,Sin Paik Village Tract,708214
Rakhine State,Pauktaw Township,Myint Gar Village Tract,708215
Rakhine State,Pauktaw Township,Kan Seik Village Tract,708216
Rakhine State,Pauktaw Township,Taung Poke Kay Village Tract,708217
Rakhine State,Pauktaw Township,Zee Cho Maw Village Tract,708218
Rakhine State,Pauktaw Township,Nan Tet Kyun Village Tract,708219
Rakhine State,Pauktaw Township,Ku Lar Chaung Village Tract,708220
Rakhine State,Pauktaw Township,Thin Pone Chaung Village Tract,708221
Rakhine State,Pauktaw Township,Yin Ye Kan Village Tract,708222
Rakhine State,Pauktaw Township,Let Ma Yar Village Tract,708223
Rakhine State,Pauktaw Township,Chaung Nwe Village Tract,708224
Rakhine State,Pauktaw Township,Kan Myint Village Tract,708225
Rakhine State,Pauktaw Township,Ngwe Dwin Dway Village Tract,708226
Rakhine State,Pauktaw Township,Nga Wet Swei Village Tract,708227
Rakhine State,Pauktaw Township,Se Thone Tan Village Tract,708228
Rakhine State,Pauktaw Township,Hin Kha Yaw Village Tract,708229
Rakhine State,Pauktaw Township,Gan Kya Village Tract,708230
Rakhine State,Pauktaw Township,Kan Pyin Ywar Haung Village Tract,708231
Rakhine State,Pauktaw Township,Nga Pyi Tet Village Tract,708232
Rakhine State,Pauktaw Township,Kyauk Taung Village Tract,708233
Rakhine State,Pauktaw Township,Myauk Pyin Village Tract,708234
Rakhine State,Pauktaw Township,Hpa Tu Gyi Village Tract,708235
Rakhine State,Pauktaw Township,Tha Yet Chaung Village Tract,708236
Rakhine State,Pauktaw Township,Kyauk Su Village Tract,708237
Rakhine State,Pauktaw Township,Byaing Thit Village Tract,708238
Rakhine State,Pauktaw Township,Taung Nyo Village Tract,708239
Rakhine State,Pauktaw Township,Tha Win Chaung Village Tract,708240
Rakhine State,Pauktaw Township,Taung Hpu Village Tract,708241
Rakhine State,Pauktaw Township,Nga Pyi Kyun Village Tract,708242
Rakhine State,Pauktaw Township,Ah Wa Kan Village Tract,708243
Rakhine State,Pauktaw Township,Kyein Khway Maw Village Tract,708244
Rakhine State,Pauktaw Township,Ma Naw Thi Ri Village Tract,708245
Rakhine State,Pauktaw Township,Let Pan Pyar Village Tract,708246
Rakhine State,Pauktaw Township,Thea Chaung Village Tract,708247
Rakhine State,Pauktaw Township,Pein Hne Chaung Village Tract,708248
Rakhine State,Pauktaw Township,Pyaing Taung Village Tract,708249
Rakhine State,Pauktaw Township,Sin Tet Maw Village Tract,708250
Rakhine State,Pauktaw Township,Gyin Chaung Village Tract,708251
Rakhine State,Pauktaw Township,Chaung Wa Village Tract,708252
Rakhine State,Minbya Township,Ah Lel Paing Quarter,709001
Rakhine State,Minbya Township,Zay Haung Paing Quarter,709002
Rakhine State,Minbya Township,Myo Thit Quarter,709003
Rakhine State,Minbya Township,Oke Kar Pyan Quarter,709004
Rakhine State,Minbya Township,U Soe Tint Quarter,709005
Rakhine State,Minbya Township,Pyi Taw Thar Quarter,709006
Rakhine State,Minbya Township,Pyi Taw Hla Quarter,709007
Rakhine State,Minbya Township,Min Bar Gyi Quarter,709008
Rakhine State,Minbya Township,Kin Seik Village Tract,709200
Rakhine State,Minbya Township,Ywar Pyin Village Tract,709201
Rakhine State,Minbya Township,Chaik Taung Village Tract,709202
Rakhine State,Minbya Township,Taung Poet Gyi Village Tract,709203
Rakhine State,Minbya Township,Pan Zin Maw Village Tract,709204
Rakhine State,Minbya Township,Thein Taung Village Tract,709205
Rakhine State,Minbya Township,Nga/Way Village Tract,709206
Rakhine State,Minbya Township,Bar Bu Taung Village Tract,709207
Rakhine State,Minbya Township,San Ba Lay Village Tract,709208
Rakhine State,Minbya Township,Na Yan Village Tract,709209
Rakhine State,Minbya Township,Pwint Htee Village Tract,709210
Rakhine State,Minbya Township,Than Shin Village Tract,709211
Rakhine State,Minbya Township,Sat Kyar Village Tract,709212
Rakhine State,Minbya Township,Ku Toe Seik Village Tract,709213
Rakhine State,Minbya Township,Win Zar Village Tract,709214
Rakhine State,Minbya Township,Pan Myaung Village Tract,709215
Rakhine State,Minbya Township,Na Ga Yar Village Tract,709216
Rakhine State,Minbya Township,Shwe Ta Mar Village Tract,709217
Rakhine State,Minbya Township,Min Hpu Village Tract,709218
Rakhine State,Minbya Township,Oe Pyin Taung Village Tract,709219
Rakhine State,Minbya Township,Pyin Yaung Village Tract,709220
Rakhine State,Minbya Township,Htein Pin Village Tract,709221
Rakhine State,Minbya Township,Thaung Khaung Maw Village Tract,709222
Rakhine State,Minbya Township,Tha Toe Village Tract,709223
Rakhine State,Minbya Township,Ku Lar Ma Taung Village Tract,709224
Rakhine State,Minbya Township,Don Gyi Village Tract,709225
Rakhine State,Minbya Township,Min Zi Village Tract,709226
Rakhine State,Minbya Township,Tat Yar Village Tract,709227
Rakhine State,Minbya Township,Hpon Thar Wa Village Tract,709228
Rakhine State,Minbya Township,Ngan Tet Village Tract,709229
Rakhine State,Minbya Township,Min Ku Lan Village Tract,709230
Rakhine State,Minbya Township,Sa Par Htar Village Tract,709231
Rakhine State,Minbya Township,Ah Wa Village Tract,709232
Rakhine State,Minbya Township,Thin Paung Chaung Village Tract,709233
Rakhine State,Minbya Township,Ah Htet Hnget Pyaw Chaung Village Tract,709234
Rakhine State,Minbya Township,May Lun Village Tract,709235
Rakhine State,Minbya Township,Kyaung Taung Village Tract,709236
Rakhine State,Minbya Township,Kay Tha Lar Pyun Wa Village Tract,709237
Rakhine State,Minbya Township,Kay Tha Lar Chaung Wa Village Tract,709238
Rakhine State,Minbya Township,Kywe Kyo Village Tract,709239
Rakhine State,Minbya Township,Taung Shey Pyin Village Tract,709240
Rakhine State,Minbya Township,Yin Bway Village Tract,709241
Rakhine State,Minbya Township,Yin Chaung Village Tract,709242
Rakhine State,Minbya Township,Auk Hnget Pyaw Chaung Village Tract,709243
Rakhine State,Minbya Township,Zin Yaw Maw Village Tract,709244
Rakhine State,Minbya Township,Kyein Chaung Village Tract,709245
Rakhine State,Minbya Township,Hpa Laung Pyin Village Tract,709246
Rakhine State,Minbya Township,Thin Ga Net Village Tract,709247
Rakhine State,Minbya Township,Chaw Chaung Village Tract,709248
Rakhine State,Minbya Township,Thar Yar Kone Village Tract,709249
Rakhine State,Minbya Township,Yan Taing Village Tract,709250
Rakhine State,Minbya Township,Khway Tauk Chaung Village Tract,709251
Rakhine State,Minbya Township,Aing Wun Village Tract,709252
Rakhine State,Minbya Township,Oke Ta Rar Village Tract,709253
Rakhine State,Minbya Township,La Har Kyay Village Tract,709254
Rakhine State,Minbya Township,Kywe Tet Village Tract,709255
Rakhine State,Minbya Township,Khaung Laung Chaung Village Tract,709256
Rakhine State,Minbya Township,Sun Ye Village Tract,709257
Rakhine State,Minbya Township,Kyaung Shey Chaung Village Tract,709258
Rakhine State,Minbya Township,That Pone Village Tract,709259
Rakhine State,Minbya Township,Chaung Shey Village Tract,709260
Rakhine State,Minbya Township,Pale Pauk Village Tract,709261
Rakhine State,Mrauk-U Township,Nyaung Pin Zay Quarter,710001
Rakhine State,Mrauk-U Township,Let Kauk Zay Quarter,710002
Rakhine State,Mrauk-U Township,Ah Lel Zay Quarter,710003
Rakhine State,Mrauk-U Township,Taung Yat Quarter,710004
Rakhine State,Mrauk-U Township,Aung Tat Quarter,710005
Rakhine State,Mrauk-U Township,Law Ka Mu Quarter,710006
Rakhine State,Mrauk-U Township,Htan Ma Rit Quarter,710007
Rakhine State,Mrauk-U Township,Ywar Haung Taw Village Tract,710200
Rakhine State,Mrauk-U Township,Ka La Ka Village Tract,710201
Rakhine State,Mrauk-U Township,Pu Zun Hpe Village Tract,710202
Rakhine State,Mrauk-U Township,Pu Rein Village Tract,710203
Rakhine State,Mrauk-U Township,Myet Yeik Kyun Village Tract,710204
Rakhine State,Mrauk-U Township,Sin Oe Village Tract,710205
Rakhine State,Mrauk-U Township,Gon Kyun Village Tract,710206
Rakhine State,Mrauk-U Township,Byoke Chaung Village Tract,710207
Rakhine State,Mrauk-U Township,Maw Ywar Village Tract,710208
Rakhine State,Mrauk-U Township,Lay Hnyin Taung Village Tract,710209
Rakhine State,Mrauk-U Township,Cheik Chaung Village Tract,710210
Rakhine State,Mrauk-U Township,Sin Ke Village Tract,710211
Rakhine State,Mrauk-U Township,Pyi Lone Gyi Village Tract,710212
Rakhine State,Mrauk-U Township,Maung Shwi Kan Village Tract,710213
Rakhine State,Mrauk-U Township,Kin Seik Village Tract,710214
Rakhine State,Mrauk-U Township,Pi Pin Yin Village Tract,710215
Rakhine State,Mrauk-U Township,Nan Kyar Village Tract,710216
Rakhine State,Mrauk-U Township,Kone Baung Village Tract,710217
Rakhine State,Mrauk-U Township,Myaung Bway Village Tract,710218
Rakhine State,Mrauk-U Township,Bu Ta Lone Village Tract,710219
Rakhine State,Mrauk-U Township,Let Than Chi Village Tract,710220
Rakhine State,Mrauk-U Township,Nga Me Pyin Village Tract,710221
Rakhine State,Mrauk-U Township,Kywe Te Village Tract,710222
Rakhine State,Mrauk-U Township,Oke Kar Kyaw Village Tract,710223
Rakhine State,Mrauk-U Township,Let Pan Taw Village Tract,710224
Rakhine State,Mrauk-U Township,Yin Thei Village Tract,710225
Rakhine State,Mrauk-U Township,Than Shin Pyin Village Tract,710226
Rakhine State,Mrauk-U Township,Kyay Pin Lel Village Tract,710227
Rakhine State,Mrauk-U Township,Zee Zar Village Tract,710228
Rakhine State,Mrauk-U Township,Koke Ka Rit Htaunt Village Tract,710229
Rakhine State,Mrauk-U Township,Nyaung Pin Lel Village Tract,710230
Rakhine State,Mrauk-U Township,Pyaung Paw Village Tract,710231
Rakhine State,Mrauk-U Township,Kyein Chaung Village Tract,710232
Rakhine State,Mrauk-U Township,Ah Kyee Taw Ma Village Tract,710233
Rakhine State,Mrauk-U Township,Kant Tha Ri Village Tract,710234
Rakhine State,Mrauk-U Township,Nan Tet Village Tract,710235
Rakhine State,Mrauk-U Township,Tha Baw Village Tract,710236
Rakhine State,Mrauk-U Township,Thu Nge Taw Village Tract,710237
Rakhine State,Mrauk-U Township,Shin Shey Village Tract,710238
Rakhine State,Mrauk-U Township,Kyar Kan Village Tract,710239
Rakhine State,Mrauk-U Township,Hpa Yar Myar Village Tract,710240
Rakhine State,Mrauk-U Township,Thar Yar Kone Village Tract,710241
Rakhine State,Mrauk-U Township,Lay Hnyin Thar Village Tract,710242
Rakhine State,Mrauk-U Township,Set Thar Village Tract,710243
Rakhine State,Mrauk-U Township,Ah Lel Chaung Village Tract,710244
Rakhine State,Mrauk-U Township,Pyar Te Village Tract,710245
Rakhine State,Mrauk-U Township,Ye Hpyar Village Tract,710246
Rakhine State,Mrauk-U Township,Nyaung Pin Lel (Ku Lar Pone) Village Tract,710247
Rakhine State,Mrauk-U Township,Zee Pin Gyi Village Tract,710248
Rakhine State,Mrauk-U Township,Nat Chaung Village Tract,710249
Rakhine State,Mrauk-U Township,Shauk Pon Kyun Village Tract,710250
Rakhine State,Mrauk-U Township,Paung Toke Village Tract,710251
Rakhine State,Mrauk-U Township,Ku Toe Village Tract,710252
Rakhine State,Mrauk-U Township,Ma Har Htee Village Tract,710253
Rakhine State,Mrauk-U Township,Baung Dut Village Tract,710254
Rakhine State,Mrauk-U Township,Su Yit Chaung Village Tract,710255
Rakhine State,Mrauk-U Township,Maung Hna Ma Village Tract,710256
Rakhine State,Mrauk-U Township,Than Tha Yar Village Tract,710257
Rakhine State,Mrauk-U Township,Naung Min Village Tract,710258
Rakhine State,Mrauk-U Township,Ka Da Wa Village Tract,710259
Rakhine State,Mrauk-U Township,Tan Tin Village Tract,710260
Rakhine State,Mrauk-U Township,Cha Yar Village Tract,710261
Rakhine State,Mrauk-U Township,Taw Bway Village Tract,710262
Rakhine State,Mrauk-U Township,Than Chaung Village Tract,710263
Rakhine State,Mrauk-U Township,Way Thar Li Village Tract,710264
Rakhine State,Mrauk-U Township,Hpa Yar Gyi Village Tract,710265
Rakhine State,Mrauk-U Township,Bu Ywet Ma Nyoe Village Tract,710266
Rakhine State,Mrauk-U Township,Ma Kyar Se Village Tract,710267
Rakhine State,Mrauk-U Township,Pyaing Cha Village Tract,710268
Rakhine State,Mrauk-U Township,Pya Hla Village Tract,710269
Rakhine State,Mrauk-U Township,Tin Htein Kan Village Tract,710270
Rakhine State,Mrauk-U Township,Kin Chaung Village Tract,710271
Rakhine State,Mrauk-U Township,Thin Pan Kaing Village Tract,710272
Rakhine State,Mrauk-U Township,Ah Yet Thay Ma Village Tract,710273
Rakhine State,Mrauk-U Township,Bar Nyo Village Tract,710274
Rakhine State,Mrauk-U Township,Na Kan Village Tract,710275
Rakhine State,Mrauk-U Township,Kon Baung Village Tract,710276
Rakhine State,Mrauk-U Township,Wet Hla Village Tract,710277
Rakhine State,Mrauk-U Township,Gwa Son Village Tract,710278
Rakhine State,Mrauk-U Township,Tha Pyay Kan Village Tract,710279
Rakhine State,Mrauk-U Township,Shar Shey Pyin Village Tract,710280
Rakhine State,Mrauk-U Township,Oke Kan Village Tract,710281
Rakhine State,Mrauk-U Township,Taung Taik Village Tract,710282
Rakhine State,Mrauk-U Township,Taung Myint Village Tract,710283
Rakhine State,Mrauk-U Township,Kan Sauk Village Tract,710284
Rakhine State,Mrauk-U Township,Hteik Wa Pyin Village Tract,710285
Rakhine State,Mrauk-U Township,Taung U Village Tract,710286
Rakhine State,Mrauk-U Township,Yan Aung Pyin Village Tract,710287
Rakhine State,Mrauk-U Township,Kyauk Kyat Village Tract,710288
Rakhine State,Mrauk-U Township,Kyi Yar Pyin Village Tract,710289
Rakhine State,Mrauk-U Township,Pauk Pin Kwin Village Tract,710290
Rakhine State,Mrauk-U Township,Oe Htein Village Tract,710291
Rakhine State,Mrauk-U Township,Tein Nyo Village Tract,710292
Rakhine State,Mrauk-U Township,Shwe Kyin Pyin Village Tract,710293
Rakhine State,Mrauk-U Township,Kyauk Se Pyin Village Tract,710294
Rakhine State,Mrauk-U Township,Kyaung Taung Village Tract,710295
Rakhine State,Myebon Township,Ku Lar Taung Quarter,711001
Rakhine State,Myebon Township,Kan Thar Htwet Wa Quarter,711002
Rakhine State,Myebon Township,Myay Pon Myauk Paing Quarter,711003
Rakhine State,Myebon Township,Myay Pon Taung Paing Quarter,711004
Rakhine State,Myebon Township,Myay Pon Ah Lel Paing Quarter,711005
Rakhine State,Myebon Township,Zay Paing Quarter,711006
Rakhine State,Myebon Township,Ta Yoke Tan Quarter,711007
Rakhine State,Myebon Township,Thea Tan Quarter,711008
Rakhine State,Myebon Township,Ywar Thit Kay Quarter,711009
Rakhine State,Myebon Township,Ah Ngu Village Tract,711200
Rakhine State,Myebon Township,Ah Lel Kyun Village Tract,711201
Rakhine State,Myebon Township,Ah Twin Nga Khu Chaung Village Tract,711202
Rakhine State,Myebon Township,Pyayt Chaung Village Tract,711203
Rakhine State,Myebon Township,Chaung Kya Village Tract,711204
Rakhine State,Myebon Township,Chon Chaung Village Tract,711205
Rakhine State,Myebon Township,Daing Bon Village Tract,711206
Rakhine State,Myebon Township,Gaung Hpyu Village Tract,711207
Rakhine State,Myebon Township,Kyet Yae Gyi Village Tract,711208
Rakhine State,Myebon Township,Kyauk Hpya Lar Village Tract,711209
Rakhine State,Myebon Township,Kha Yan Pyin Village Tract,711210
Rakhine State,Myebon Township,Kyauk Nga Nwar Village Tract,711211
Rakhine State,Myebon Township,Kaw Village Tract,711212
Rakhine State,Myebon Township,Kyun Kya Village Tract,711213
Rakhine State,Myebon Township,Ngwe Twin Tu Village Tract,711214
Rakhine State,Myebon Township,Koke Ko Village Tract,711215
Rakhine State,Myebon Township,Kyun Thar Yar Village Tract,711216
Rakhine State,Myebon Township,Kyauk Hpyar Village Tract,711217
Rakhine State,Myebon Township,Kyay Taw Village Tract,711218
Rakhine State,Myebon Township,Laung Da Reik Village Tract,711219
Rakhine State,Myebon Township,Myauk Kyein Village Tract,711220
Rakhine State,Myebon Township,Nga Man Ye Gyi Village Tract,711221
Rakhine State,Myebon Township,Nga Shwe Pyin Village Tract,711222
Rakhine State,Myebon Township,Moe Thee Nat Taung Village Tract,711223
Rakhine State,Myebon Township,Nyaung Khet Kan Village Tract,711224
Rakhine State,Myebon Township,Ngan Taung Village Tract,711225
Rakhine State,Myebon Township,Ohn Chaung Village Tract,711226
Rakhine State,Myebon Township,Pyin Chaung Village Tract,711227
Rakhine State,Myebon Township,Pyin Nga Khu Chaung Village Tract,711228
Rakhine State,Myebon Township,Pe Kauk Village Tract,711229
Rakhine State,Myebon Township,Hpa Lar Kya Village Tract,711230
Rakhine State,Myebon Township,Pin Kat Taung Maw Village Tract,711231
Rakhine State,Myebon Township,Pin Kat Chaung Village Tract,711232
Rakhine State,Myebon Township,Pauk Tu Taung Village Tract,711233
Rakhine State,Myebon Township,Say Myit Swe Village Tract,711234
Rakhine State,Myebon Township,Shauk Chon Village Tract,711235
Rakhine State,Myebon Township,Sa Hnyin Village Tract,711236
Rakhine State,Myebon Township,Sin Kyat Village Tract,711237
Rakhine State,Myebon Township,Sat Tet Village Tract,711238
Rakhine State,Myebon Township,Seik Ta Ra Village Tract,711239
Rakhine State,Myebon Township,Thin Ga Net Village Tract,711240
Rakhine State,Myebon Township,Taung Shey Village Tract,711241
Rakhine State,Myebon Township,Tha Yet Taung Village Tract,711242
Rakhine State,Myebon Township,Tat Yar Village Tract,711243
Rakhine State,Myebon Township,Wa Baw Gyi Village Tract,711244
Rakhine State,Myebon Township,Yae Shin Village Tract,711245
Rakhine State,Myebon Township,Yet Chaung Village Tract,711246
Rakhine State,Myebon Township,Yoe Sa Nwin Village Tract,711247
Rakhine State,Myebon Township,Yae Gaung Chaung Village Tract,711248
Rakhine State,Myebon Township,Yae Ni Gyi Village Tract,711249
Rakhine State,Myebon Township,Yae Kaung Chein Village Tract,711250
Rakhine State,Myebon Township,Nga Pa Thon Village Tract,711251
Rakhine State,Myebon Township,Ko Yan Pyin Village Tract,711252
Rakhine State,Myebon Township,Htu Che Village Tract,711253
Rakhine State,Myebon Township,Wet Gaung Village Tract,711254
Rakhine State,Myebon Township,Nga Sin Pone Village Tract,711255
Rakhine State,Myebon Township,Oke Kan Village Tract,711256
Rakhine State,Myebon Township,Maung Shin Village Tract,711257
Rakhine State,Myebon Township,Thin Paung Chaung Village Tract,711258
Rakhine State,Kyaukpyu Township,Ah Yar Shi Quarter,712001
Rakhine State,Kyaukpyu Township,Ah Soe Ya Quarter,712002
Rakhine State,Kyaukpyu Township,Than Pan Chaung Quarter,712003
Rakhine State,Kyaukpyu Township,Ah Nauk Paing Quarter,712004
Rakhine State,Kyaukpyu Township,Ah Lel Paing Quarter,712005
Rakhine State,Kyaukpyu Township,Ah Shey Paing Quarter,712006
Rakhine State,Kyaukpyu Township,Myit Nar Tan Quarter,712007
Rakhine State,Kyaukpyu Township,Rakhine Paik Seik Quarter,712008
Rakhine State,Kyaukpyu Township,Ku Lar Paik Seik Quarter,712009
Rakhine State,Kyaukpyu Township,Zay Di (South) Quarter,712010
Rakhine State,Kyaukpyu Township,Pyin Hpyu Maw Quarter,712011
Rakhine State,Kyaukpyu Township,Taung Yin Quarter,712012
Rakhine State,Kyaukpyu Township,Zay Di Quarter,712013
Rakhine State,Kyaukpyu Township,Nga La Pwayt Quarter,712014
Rakhine State,Kyaukpyu Township,Ku Lar Bar Taung Quarter,712015
Rakhine State,Kyaukpyu Township,Ka Nyin Taw Quarter,712016
Rakhine State,Kyaukpyu Township,Toe Cheit Quarter,712017
Rakhine State,Kyaukpyu Township,Pyin Hpyu Maw Village Tract,712200
Rakhine State,Kyaukpyu Township,Taung Yin Village Tract,712201
Rakhine State,Kyaukpyu Township,Thea Tan Village Tract,712202
Rakhine State,Kyaukpyu Township,Thea Chaung Village Tract,712203
Rakhine State,Kyaukpyu Township,Ma Day Kyun Village Tract,712204
Rakhine State,Kyaukpyu Township,Gone Chein Village Tract,712205
Rakhine State,Kyaukpyu Township,Ohn Taw Village Tract,712206
Rakhine State,Kyaukpyu Township,Kan Dee Village Tract,712207
Rakhine State,Kyaukpyu Township,Chaung Wa Village Tract,712208
Rakhine State,Kyaukpyu Township,Min Pyin Village Tract,712209
Rakhine State,Kyaukpyu Township,Leik Kha Maw Village Tract,712210
Rakhine State,Kyaukpyu Township,Kyauk Pyauk Village Tract,712211
Rakhine State,Kyaukpyu Township,Kat Tha Pyay Village Tract,712212
Rakhine State,Kyaukpyu Township,Kyat Tein Village Tract,712213
Rakhine State,Kyaukpyu Township,Sit Taw Village Tract,712214
Rakhine State,Kyaukpyu Township,Thaing Chaung Village Tract,712215
Rakhine State,Kyaukpyu Township,Doe Ma Taung Village Tract,712216
Rakhine State,Kyaukpyu Township,Saing Chon Village Tract,712217
Rakhine State,Kyaukpyu Township,U Gin Village Tract,712218
Rakhine State,Kyaukpyu Township,Nga Seint Pyin Village Tract,712219
Rakhine State,Kyaukpyu Township,Sin Boke Village Tract,712220
Rakhine State,Kyaukpyu Township,Nga Lone Su Village Tract,712221
Rakhine State,Kyaukpyu Township,Zin Chaung Village Tract,712222
Rakhine State,Kyaukpyu Township,Than Chaung Village Tract,712223
Rakhine State,Kyaukpyu Township,Ka Lant Te Village Tract,712224
Rakhine State,Kyaukpyu Township,Ta Bet Village Tract,712225
Rakhine State,Kyaukpyu Township,Min Yat Village Tract,712226
Rakhine State,Kyaukpyu Township,Kin Myauk Village Tract,712227
Rakhine State,Kyaukpyu Township,Kaing Chaung Village Tract,712228
Rakhine State,Kyaukpyu Township,Lay Pon Kyauk Village Tract,712229
Rakhine State,Kyaukpyu Township,Ah Lel Dwein Village Tract,712230
Rakhine State,Kyaukpyu Township,Sa Ne Min Pyin Village Tract,712231
Rakhine State,Kyaukpyu Township,Kyauk Taung Pyein Village Tract,712232
Rakhine State,Kyaukpyu Township,Ku Lar Kyan Village Tract,712233
Rakhine State,Kyaukpyu Township,Hmyaw Chaung Village Tract,712234
Rakhine State,Kyaukpyu Township,Yae Myet Village Tract,712235
Rakhine State,Kyaukpyu Township,Ba Yar Village Tract,712236
Rakhine State,Kyaukpyu Township,Ah Wa Taung Village Tract,712237
Rakhine State,Kyaukpyu Township,Wa Pyay Village Tract,712238
Rakhine State,Kyaukpyu Township,Min Chaung Village Tract,712239
Rakhine State,Kyaukpyu Township,Ah Lan Chein Village Tract,712240
Rakhine State,Kyaukpyu Township,Ya Ta Na Village Tract,712241
Rakhine State,Kyaukpyu Township,Gant Gar Village Tract,712242
Rakhine State,Kyaukpyu Township,Pan Taw Pyin Village Tract,712243
Rakhine State,Kyaukpyu Township,Chon Swei Village Tract,712244
Rakhine State,Kyaukpyu Township,Kyauk Ngu Village Tract,712245
Rakhine State,Kyaukpyu Township,Gyin Gyi Village Tract,712246
Rakhine State,Kyaukpyu Township,Min Gan Village Tract,712247
Rakhine State,Kyaukpyu Township,La Har Gyi Village Tract,712248
Rakhine State,Kyaukpyu Township,Shwe Nyo Ma Village Tract,712249
Rakhine State,Kyaukpyu Township,War Taung Village Tract,712250
Rakhine State,Kyaukpyu Township,Te Chaung Village Tract,712251
Rakhine State,Kyaukpyu Township,Kyauk Gyi Pyin Village Tract,712252
Rakhine State,Kyaukpyu Township,Zin Kyun Village Tract,712253
Rakhine State,Ramree Township,No (1) Quarter,713001
Rakhine State,Ramree Township,No (2) Quarter,713002
Rakhine State,Ramree Township,No (3) Quarter,713003
Rakhine State,Ramree Township,No (4) Quarter,713004
Rakhine State,Ramree Township,No (5) Quarter,713005
Rakhine State,Ramree Township,No (6) Quarter,713006
Rakhine State,Ramree Township,Pone Soe Pyin Village Tract,713200
Rakhine State,Ramree Township,Se Khon Village Tract,713201
Rakhine State,Ramree Township,Kant Kaw Village Tract,713202
Rakhine State,Ramree Township,Ah Chwain Pyin Village Tract,713203
Rakhine State,Ramree Township,Say Yin Village Tract,713204
